,ITEM NAME ,CATEGORY,UOM,QTY,TOTAL COST,UNIT PRICE,RETAIL,WHOLESALE,EXPIRY DATE,SUPPLIER
8853301006743,IAMS HEALTHY ADULT - TUNA SALMON 400G,DRY CAT FOOD,PIECES,2,428,214.00,260,,,PEDIGREE AND WHISKAS
8853301011662,IAMS HEALTHY IMMUNE 400G,FOOD SUPPLEMENT,PIECES,1,1111,370.33,503,,,PEDIGREE AND WHISKAS
8853301006897,IAMS INDOOR CAT & HAIRBALL 400G,DRY CAT FOOD,PIECES,2,479,239.50,280,,,PEDIGREE AND WHISKAS
8853301011648,IAMS JOINT SUPPORT 168G,FOOD SUPPLEMENT,PIECES,1,1111,370.33,503,,,PEDIGREE AND WHISKAS
37851583,IAMS PROACTIVE HEALTH DIGESTIVE HEALTH SUPPLEMENT 168G,FOOD SUPPLEMENT,PIECES,1,1111,370.33,503,,,
25548730,IAMS PROACTIVE IMMUNE SYSTEM 168G,FOOD SUPPLEMENT,PIECES,1,1111,370.33,503,,,
8901138511340,IMMUNOL SYRUP 100ML,CLINIC/LAB/MEDS,BOTTLE,3,1050,350.00,550,,,TML
45685514,IMMUNOL SYRUP 100ML,CLINIC/LAB/MEDS,PIECES,3,747,249,550,,1 Nov 2027,LAMASCOTA COCCOLOSO
46858764,IMMUNOL SYRUP 100ML,CLINIC/LAB/MEDS,PIECES,,705,235,550,,1 Nov 2027,RAVIARA INDIAN MART
45563263,IMMUNOL SYRUP 100ML,CLINIC/LAB/MEDS,PIECES,3,723,241,550,,1 Nov 2027,PET.COMFORTPH.
10115657,IMMUNOL SYRUP 100ML (VETSSHOP),CLINIC/LAB/MEDS,PIECES,5,1260,252,550,,1 Aug 2027,VETSSHOP
4806539760004,IRON AID,CLINIC/LAB/MEDS,PIECES,3,771,257,395,,1 Oct 2027,
38338793,IROPLUS 120ML,CLINIC/LAB/MEDS,PIECES,3,585,195,300,,1 Mar 2027,ELLISONS SHOPPE
11316350,I.V CATHETER WITH HEPLOCK,CLINIC/LAB/MEDS,SERVICING,,,200,500,,,PAWESOME
84075734,I.V LINE,CLINIC/LAB/MEDS,PIECES,,70,70,200,,,
98954018,JERSEY SHIRT XS-L,SUPPLY AND ACCESSORIES,PIECES,1,80,80,180,,,
23756854,JIN ZHEN DOG COLLAR W/FOOT PRINT,SUPPLY AND ACCESSORIES,PIECES,7,350,50,100,,,
8851759912654,JINNY CAT TREAT CHICKEN FLAVOUR 35G,WET CAT FOOD,PIECES,3,105,35.00,50,,19 Dec 2025,PET  DISCOUNT INC
8851759912647,JINNY CAT TREAT SEAFOOD FLAVOUR 35G,WET CAT FOOD,PIECES,4,105,35.00,50,,13 Mar 2026,PET  DISCOUNT INC
89983980,JINNY CAT TREAT SEAFOOD FLAVOUR 35G (VESTIMALL),CAT TREATS,PIECES,,275,55.00,100,,7 Dec 2026,VESTIMALL
8851759912623,JINNY CAT TREAT TUNA FLOVORED 35G,WET CAT FOOD,PIECES,3,105,35.00,50,,19 Mar 2026,PET  DISCOUNT INC
51614607,JOJOBA EAR CLEANSING LIQUID - GUAVA SCENT,SUPPLY AND ACCESSORIES,PIECES,4,1450,290.00,400,,31 Dec 2027,JEIA VETERINARY CORPORATION
96680223,JOJOBA EAR CLEANSING LIQUID - ORANGE,SUPPLY AND ACCESSORIES,PIECES,3,810,270.00,400,,1 Dec 2028,ZUNIEGA VETERINARY SUPPLIES
31385787,JOJOBA MADRE DE CACAO SOAP 145G - LAVENDER SCENT,SUPPLY AND ACCESSORIES,PIECES,5,625,125.00,225,,31 Dec 2027,JEIA VETERINARY CORPORATION
56021080,JOJOBA ORGANIC PET SHAMPOO 500ML,SUPPLY AND ACCESSORIES,PIECES,4,1120,280.00,390,,21 Dec 2027,JEIA VETERINARY CORPORATION
54598799,JOJOBA PET HERBAL SOAP 145G,SUPPLY AND ACCESSORIES,PIECES,5,600,120.00,220,,31 Dec 2026,JEIA VETERINARY CORPORATION
34532256,JOSE DOG COLLAR COTTON W/LEATHER,SUPPLY AND ACCESSORIES,PIECES,1,80,80,140,,,
30331129,KENNEL COUGH,CLINIC/LAB/MEDS,PIECES,100,212.85,,550,,5 May 2027,NUVETUS
88516974,KOWAII DRESS - LARGE,SUPPLY AND ACCESSORIES,PIECES,1,55,55,120,,,
18106565,L BITE ROPE,SUPPLY AND ACCESSORIES,PIECES,1,35,35.00,159,,,PET & HOME PH
82217075,LARGE DOG COLLAR TRI-COLOR,SUPPLY AND ACCESSORIES,PIECES,8,320,40,80,,,
18409529,LC - DOX 120ML,CLINIC/LAB/MEDS,PIECES,11,182.77,,500,,1 Sep 2027,NUVETUS
40288284,LC - DOX 120ML (PETPLAY'CE),CLINIC/LAB/MEDS,PIECES,,430,215.00,500,,1 Sep 2027,PETPLAY'CE
51453480,LC - DOX 60ML,CLINIC/LAB/MEDS,PIECES,11,110.4,,250,,1 Sep 2026,NUVETUS
42193470,LC - VIT 120ML (NUVETUS),CLINIC/LAB/MEDS,PIECES,,,125.30,250,,1 May 2028,NUVETUS
4806524280029,LC - VIT 120ML (TOGALABZ),CLINIC/LAB/MEDS,PIECES,10,125.3,,250,,1 Aug 2027,TOGALABZ
4806524280159,LC SCOURS,CLINIC/LAB/MEDS,PIECES,11,125.3,,250,,1 May 2027,NUVETUS
76192838,LEAD & COLLAR KT,SUPPLY AND ACCESSORIES,PIECES,3,210,70,150,,,
15325761,LIDOCAINE INJECTION 0 TO 0.5ML,CLINIC/LAB/MEDS,SERVICING,,110,2.20,50,,,
46461223,LIDOCAINE INJECTION 0.6 TO 1ML,CLINIC/LAB/MEDS,SERVICING,,,2.20,100,,,
74615247,LIDOCAINE INJECTION 1.1 TO 1.5ML,CLINIC/LAB/MEDS,SERVICING,,,3.30,150,,,
48138468,LIDOCAINE INJECTION 1.6 TO 2ML,CLINIC/LAB/MEDS,SERVICING,,,4.40,200,,,
21485411,LIDOCAINE INJECTION 2.1 TO 2.5ML,CLINIC/LAB/MEDS,SERVICING,,,5.50,250,,,
57445731,LIDOCAINE INJECTION 2.6 TO 3ML,CLINIC/LAB/MEDS,SERVICING,,,6.60,300,,,
44366278,LIDOCAINE INJECTION 3.1 TO 4ML,CLINIC/LAB/MEDS,SERVICING,,,9.68,350,,,
82643362,LIDOCAINE INJECTION 4.1 TO 5ML,CLINIC/LAB/MEDS,SERVICING,,,11.00,400,,,
20702243,LITTER BOX FOR CAT,SUPPLY AND ACCESSORIES,PIECES,6,INVENTORY,0.00,INVENTORY,INVENTORY,INVENTORY,INVENTORY
83093661,LIV 52 (EWA VET - PET717),CLINIC/LAB/MEDS,PIECES,,,333,650,,1 Apr 2027,PET717
2072102998439,LIVEROLIN LIVER PERFORMANCE 200ML,CLINIC/LAB/MEDS,PIECES,3,1065,355,600,,1 Apr 2026,
61135239,LIVOTINE 60ML,CLINIC/LAB/MEDS,PIECES,11,136,,210,,1 Jun 2027,NUVETUS
93977142,LIVOTINE 120ML,CLINIC/LAB/MEDS,PIECES,,528,176.00,,,1 May 2028,PET717
8904182012726,LOPERAMIDE - LOPEDIUM 2MG CAPSULE (I-PROTECT),CLINIC/LAB/MEDS,PIECES,,300,3.00,,,1 Feb 2028,I-PROTECT
CP10005432,LOVE DANDLE - PET WIPES,SUPPLY AND ACCESSORIES,PIECES,6,33.34,200.40,150,,11 Dec 2028,TML
4809015762493,MADRE CACAO  SOAP BAR 135G,SUPPLY AND ACCESSORIES,PIECES,18,1275,70.83,150,,,MADRE DE CACAO 
34866689,MARBOCYL - INJECTION 1 TO 5KG,CLINIC/LAB/MEDS,SERVICING,,,18.55,200,,26 Sep 2026,NUVETUS
44155339,MARBOCYL - INJECTION 5.1 TO 10KG,CLINIC/LAB/MEDS,SERVICING,,,37.10,250,,,NUVETUS
81824021,MARBOCYL - INJECTION 10.1 TO 15KG,CLINIC/LAB/MEDS,SERVICING,,,55.65,300,,,NUVETUS
72958261,MARBOCYL - INJECTION 15.1 TO 20KG,CLINIC/LAB/MEDS,SERVICING,,,74.20,350,,,NUVETUS
10671764,MARBOCYL - INJECTION 20.1 TO 25KG,CLINIC/LAB/MEDS,SERVICING,,,92.75,400,,,NUVETUS
36994885,MARBOCYL - INJECTION 25.1 TO 30KG,CLINIC/LAB/MEDS,SERVICING,,,111.31,450,,,NUVETUS
27803653,MARBOCYL - INJECTION 30.1 TO 35KG,CLINIC/LAB/MEDS,SERVICING,,,129.86,500,,,NUVETUS
45238208,MARBOCYL - INJECTION 35.1 TO 40KG,CLINIC/LAB/MEDS,SERVICING,,,148.41,550,,,NUVETUS
93365055,MARBOCYL - INJECTION 40.1 TO 45KG,CLINIC/LAB/MEDS,SERVICING,,,166.96,600,,,NUVETUS
97925057,MARBOCYL - INJECTION 45.1 TO 50KG,CLINIC/LAB/MEDS,SERVICING,,,185.51,700,,,NUVETUS
52770968,MCD ANTI TICK AND FLEAS SPRAY 250ML,SUPPLY AND ACCESSORIES,PIECES,3,380,126.66,350,,1 Feb 2027,MADRE DE CACAO 
97577249,MCD HERB OIL 200ML  (SERUM EXTRACT),SUPPLY AND ACCESSORIES,PIECES,2,380,190.00,350,,1 Feb 2027,MADRE DE CACAO 
31884662,MCD OINTMENT 100G,SUPPLY AND ACCESSORIES,PIECES,2,380,190.00,350,,1 Feb 2027,MADRE DE CACAO 
55787024,MDC PREMIUM SHAMPOO W/ CONDITIONER 1000ML,SUPPLY AND ACCESSORIES,PIECES,3,870,290.00,500,,1 Feb 2027,MADRE DE CACAO 
57411729,MDC PREMIUM SHAMPOO W/ CONDITIONER 500ML,SUPPLY AND ACCESSORIES,PIECES,12,900,75.00,350,,1 Feb 2027,MADRE DE CACAO 
13138103,MEDICINE FEEDER,SUPPLY AND ACCESSORIES,PIECES,4,180,45.00,100,,,PETCARE SHOP
18904173241644,MELOXICAM 15MG TABLET - MELOX 15,CLINIC/LAB/MEDS,PIECES,,400,4.00,,,1 Feb 2028,I-PROTECT
22332950,MELOXICAM - INJECTABLE (1 TO 5KG),INJECTABLE MEDICATION,SERVICING,,,5.30,250,,,PAWESOME
99264970,MELOXICAM - INJECTABLE (5.1 TO 10KG),INJECTABLE MEDICATION,SERVICING,,,10.60,350,,,PAWESOME
42735144,MELOXICAM - INJECTABLE (10.1 TO 15KG),INJECTABLE MEDICATION,SERVICING,,,15.90,450,,,PAWESOME
64745466,MELOXICAM - INJECTABLE (15.1 TO 20KG),INJECTABLE MEDICATION,SERVICING,,,21.20,550,,,PAWESOME
93449007,MELOXICAM - INJECTABLE (20.1 TO 25KG),INJECTABLE MEDICATION,SERVICING,,,26.50,650,,,PAWESOME
22251169,MELOXICAM - INJECTABLE (25.1 TO 30KG),INJECTABLE MEDICATION,SERVICING,,,31.80,750,,,PAWESOME
26281643,MELOXICAM - INJECTABLE (30.1 TO 35KG),INJECTABLE MEDICATION,SERVICING,,,37.10,850,,,PAWESOME
43117093,MELOXICAM - INJECTABLE (35.1 TO 40KG),INJECTABLE MEDICATION,SERVICING,,,42.40,950,,,PAWESOME
13190996,MELOXICAM - INJECTABLE (40.1 TO 45KG),INJECTABLE MEDICATION,SERVICING,,,47.70,1050,,,PAWESOME
66199106,MELOXICAM - INJECTABLE (45.1 TO 50KG),INJECTABLE MEDICATION,SERVICING,,,53.00,1150,,,PAWESOME
40092607,METHIOVET 500MG BOTTLE,CLINIC/LAB/MEDS,PIECES,,475,475.00,800,,APRIL.2028,PET717
4802624280500,METHIOVET 500MG TABLET,CLINIC/LAB/MEDS,PIECES,,475,7.92,15,,APRIL.2028,PET717
4806505141240,METOCLOPRAMIDE 10MG TABLET - METO,CLINIC/LAB/MEDS,PIECES,1000,950,0.95,10,,1 Mar 2027,PRIMECARE PHARMACEUTICAL DISTRIBUTORS
4806520350566,METRONIDAZOLE - AMBIDAZOL 125MG/5ML SYRUP,CLINIC/LAB/MEDS,PIECES,10,165,16.5,150,,1 Nov 2027,
68087951,MICODERM,CLINIC/LAB/MEDS,PIECES,11,231,,310,,1 Nov 2027,NUVETUS
31438995,MICROFILARIA TEST,CLINIC/LAB/MEDS,SERVICING,,150,,300,,,PAWESOME 
4809010648075,MONDEX DEXTROSE POWDER (D-GLUCOSE MONOHYDRATE),CLINIC/LAB/MEDS,PIECES,4,224,56,180,,1 Jan 2027,
68957629,MOTILLEX PAW 60ML,CLINIC/LAB/MEDS,PIECES,,360,180,300,,,PET717
96028575,MOTILLEX PAW 60ML,CLINIC/LAB/MEDS,PIECES,4,740,164.75,300,,1 Jul 2028,ZAMIEL HEINZ PET SUPPLIES
80670513,MP DOUBLE SMARTY BOWLS 2X 330ML,SUPPLY AND ACCESSORIES,PIECES,3,300,100,200,,,
50978540,MP TASTY 3.79L WILDLIFE ,SUPPLY AND ACCESSORIES,PIECES,1,450,450,1080,,,
71255996,MP TASTY CAT INLOVE BOWL 1.5L,SUPPLY AND ACCESSORIES,PIECES,4,1200,300,660,,,
76744648,MP TRENDY DINNER DOUBLE 2X 350ML,SUPPLY AND ACCESSORIES,PIECES,2,360,180,360,,,
4806037104621,MUPIROCIN - MUPICAN OINTMENT (I-PROTECT),CLINIC/LAB/MEDS,PIECES,,1500,150,250,,1 Mar 2027,I-PROTECT
8906043323385,MUPIROCIN - MUPISAPH OINTMENT,CLINIC/LAB/MEDS,PIECES,3,120,40,350,,1 Oct 2027,
26468297,MUPIROCIN - MUPISUR OINTMENT (PRIMECARE),CLINIC/LAB/MEDS,PIECES,,550,55.00,350,,1 Apr 2028,PRIMECARE PHARMA
59118619,MYCOCIDE SHAMPOO,CLINIC/LAB/MEDS,PIECES,4,642,321.00,550,,31/11/2026,PET 717 EWA
4806522720695,NACALVIT-C 120ML,CLINIC/LAB/MEDS,PIECES,3,375,125,280,,1 Jan 2027,
4806524280111,NEMATOCIDE 60ML,CLINIC/LAB/MEDS,PIECES,11,2843.99,258.54,340,,31 Oct 2027,NUVETUS
52378270,NEFROTEC (EWA VET - PET717),CLINIC/LAB/MEDS,PIECES,,,410.00,650,,1 May 2028,PET 717 EWA
4028691568889,NEXGARD (L) 10KG TO 25KG - BOX,CLINIC/LAB/MEDS,BOX,5,1520,,1950,,1 Oct 2026,NUVETUS
42237273,NEXGARD (L) 10KG TO 25KG - PER PIECE,CLINIC/LAB/MEDS,PIECES,15,506.66,,650,,1 Oct 2026,NUVETUS
4064951005381,NEXGARD (M) 4KG TO 10KG - BOX,CLINIC/LAB/MEDS,BOX,5,1438,,1800,,1 Nov 2026,NUVETUS
93231381,NEXGARD (M) 4KG TO 10KG - PER PIECE,CLINIC/LAB/MEDS,PIECES,15,479.33,,600,,1 Nov 2026,NUVETUS
75099633,NEXGARD (M) 4KG TO 10KG - PER PIECE (TOGALABZ),CLINIC/LAB/MEDS,PIECES,6,2941.12,490.19,620,,1 Jul 2027,TOGALABZ
4028691568766,NEXGARD (S) 2KG TO 4KG - BOX,CLINIC/LAB/MEDS,BOX,5,1366,,1590,,1 Aug 2026,NUVETUS
81950102,NEXGARD (S) 2KG TO 4KG - PER PIECE,CLINIC/LAB/MEDS,PIECES,15,455.33,,530,,1 Aug 2026,NUVETUS
64313382,NEXGARD (S) 2KG TO 4KG - PER PIECE (TOGALABZ),CLINIC/LAB/MEDS,PIECES,3,"1,396.64",465.55,605,,1 Jan 2027,TOGALABZ
4064951005367,NEXGARD (XL) 25KG TO 50KG - BOX,CLINIC/LAB/MEDS,BOX,5,1621,,2160,,1 Sep 2026,NUVETUS
41860793,NEXGARD (XL) 25KG TO 50KG - PER PIECE,CLINIC/LAB/MEDS,PIECES,15,540.33,,720,,1 Mar 2027,NUVETUS
4064951006678,NEXGARD COMBO (M) 2.5KG TO 7.5KG - BOX ,CLINIC/LAB/MEDS,BOX,5,1739,,2100,,1 Nov 2026,NUVETUS
79797597,NEXGARD COMBO (M) 2.5KG TO 7.5KG - PER PIECE,CLINIC/LAB/MEDS,PIECES,15,579.66,,700,,1 Nov 2026,NUVETUS
93296182,NEXGARD COMBO (M) 2.5KG TO 7.5KG - PER PIECE (TOGALABZ),CLINIC/LAB/MEDS,PIECES,9,5335.68,592.85,720,,1 Feb 2028,TOGALABZ
4064951005701,NEXGARD COMBO (S) <2.5KG - BOX,CLINIC/LAB/MEDS,BOX,5,1449,,1800,,1 Sep 2026,NUVETUS
13132255,NEXGARD COMBO (S) <2.5KG - PER PIECE,CLINIC/LAB/MEDS,PIECES,15,483,,600,,1 Sep 2026,NUVETUS
17414807,NEXGARD COMBO (S) <2.5KG - PER PIECE (TOGALABZ),CLINIC/LAB/MEDS,PIECES,,,465.55,650,,1 Nov 2026,TOGALABZ
4064951005343,NEXGARD SPECTRA (L) 15KG TO 30KG - BOX,CLINIC/LAB/MEDS,BOX,5,2265,,2350,,1 Mar 2026,NUVETUS
58700068,NEXGARD SPECTRA (L) 15KG TO 30KG - PER PIECE,CLINIC/LAB/MEDS,PIECES,15,755,,850,,1 Mar 2026,NUVETUS
4064951005336,NEXGARD SPECTRA (M) 7.5KG TO 15KG - BOX,CLINIC/LAB/MEDS,BOX,5,2058,,2150,,1 Jan 2026,NUVETUS
90115769,NEXGARD SPECTRA (M) 7.5KG TO 15KG - PER PIECE,CLINIC/LAB/MEDS,PIECES,15,686,,750,,1 Jan 2026,NUVETUS
91998194,NEXGARD SPECTRA (M) 7.5KG TO 15KG - PER PIECE ,CLINIC/LAB/MEDS,PIECES,,686,,750,,1 Jan 2025,NUVETUS
25577808,NEXGARD SPECTRA (M) 7.5KG TO 15KG - PER PIECE (TOGALABZ),CLINIC/LAB/MEDS,PIECES,6,4208.96,701.49,770,,1 Aug 2026,TOGALABZ
4064951005329,NEXGARD SPECTRA (S) 3.5KG TO 7.5KG - BOX,CLINIC/LAB/MEDS,BOX,5,1873,,2050,,1 May 2026,NUVETUS
37046835,NEXGARD SPECTRA (S) 3.5KG TO 7.5KG - PER PIECE,CLINIC/LAB/MEDS,PIECES,15,624,,700,,1 May 2026,NUVETUS
24719759,NEXGARD SPECTRA (S) 3.5KG TO 7.5KG - PER PIECE (EWA PET717),CLINIC/LAB/MEDS,PIECES,,729.67,,820,,1 Jun 2026,PET 717
48654616,NEXGARD SPECTRA (S) 3.5KG TO 7.5KG - PER PIECE (TOGALABZ),CLINIC/LAB/MEDS,PIECES,6,3830.4,638.40,820,,1 Sep 2026,TOGALABZ
99647704,NEXGARD SPECTRA (XS) 2.5KG TO 3.5KG - PER PIECE,CLINIC/LAB/MEDS,PIECES,15,567,,650,,1 Mar 2026,NUVETUS
4064951005312,NEXGARD SPECTRA (XS) 2KG TO 3.5KG - BOX,CLINIC/LAB/MEDS,BOX,5,1702,,1950,,1 Mar 2026,NUVETUS
79409117,CASTRATION DOG  15 -20kg,CLINIC/LAB/MEDS,SERVICING,,2000,"2,000.00",5500,,,PAWESOME
87757262,CASTRATION DOG 20 -25kg,CLINIC/LAB/MEDS,SERVICING,,2500,"2,500.00",7000,,,PAWESOME
84604736,NUTRIBLEND 200G,CLINIC/LAB/MEDS,PIECES,11,560,,635,,,NUVETUS
4806524280050,NUTRICAL 60ML,CLINIC/LAB/MEDS,PIECES,11,100.8,,170,,1 Nov 2027,NUVETUS
62731713,OMEGA-3 WILD FISH OIL - BOTTLE (POPOO DOG),CLINIC/LAB/MEDS,PIECES,,,478.00,650,,7 Oct 2027,POPOO DOG
69758133,OMEGA-3 WILD FISH OIL - TABLET (POPOO DOG),CLINIC/LAB/MEDS,PIECES,,,3.98,10,,7 Oct 2027,POPOO DOG
4806524140682,OMEPRAZOLE 20MG CAPSULE - RANZOLE,CLINIC/LAB/MEDS,PIECES,1000,850,0.85,10,,1 Nov 2026,PRIMECARE PHARMACEUTICAL DISTRIBUTORS
56496529,ONLINE CONSULTATION,CLINIC/LAB/MEDS,SERVICING,,200,200.00,450,,,PAWESOME
